sentence	label
birthday girl does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency .	1
lyne 's latest , the erotic thriller unfaithful , further demonstrates just how far his storytelling skills have eroded .	0
suffers from all the excesses of the genre .	0
confessions is n't always coherent , but it 's sharply comic and surprisingly touching , so hold the gong .	1
this is a film living far too much in its own head .	0
- style cross-country adventure ... it has sporadic bursts of liveliness , some so-so slapstick and a few ear-pleasing songs on its soundtrack .	1
report card : does n't live up to the exalted tagline - there 's definite room for improvement .	0
even if invincible is not quite the career peak that the pianist is for roman polanski , it demonstrates that werner herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken .	1
offers no new insight on the matter , nor do its characters exactly spring to life .	0
they are what makes it worth the trip to the theatre .	1
an admirable , sometimes exceptional film	1
davis is funny , charming and quirky in her feature film acting debut as amy .	1
one of the most important and exhilarating forms of animated filmmaking since old walt doodled steamboat willie .	1
this charming , thought-provoking new york fest of life and love has its rewards .	1
whether or not you buy mr. broomfield 's findings , the film acquires an undeniable entertainment value as the slight , pale mr. broomfield continues to force himself on people and into situations that would make lesser men run for cover .	1
the story suffers a severe case of oversimplification , superficiality and silliness .	0
director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity .	1
with the same sort of good-natured fun found in films like tremors , eight legged freaks is prime escapist fare .	1
for most of its footage , the new thriller proves that director m. night shyamalan can weave an eerie spell and that mel gibson can gasp , shudder and even tremble without losing his machismo .	1
fluffy neo-noir hiding behind cutesy film references .	0
a fairly harmless but ultimately lifeless feature-length afterschool special .	0
it 's impossible to indulge the fanciful daydreams of janice beard -lrb- eileen walsh -rrb- when her real-life persona is so charmless and vacant .	0
may offend viewers not amused by the sick sense of humor .	0
on top of a foundering performance , -lrb- madonna 's -rrb- denied her own athleticism by lighting that emphasizes every line and sag .	0
in its dry and forceful way , it delivers the same message as jiri menzel 's closely watched trains and danis tanovic 's no man 's land .	1
most of the dialogue made me want to pack raw dough in my ears .	0
it takes a really long , slow and dreary time to dope out what tuck everlasting is about .	0
one of those strained caper movies that 's hardly any fun to watch and begins to vaporize from your memory minutes after it ends .	0
the result puts a human face on derrida , and makes one of the great minds of our times interesting and accessible to people who normally could n't care less .	1
the film , despite the gratuitous cinematic distractions impressed upon it , is still good fun .	1
an interesting psychological game of cat-and-mouse , three-dimensional characters and believable performances all add up to a satisfying crime drama .	1
cool .	1
schaefer 's ... determination to inject farcical raunch ... drowns out the promise of the romantic angle .	0
it gets the details of its time frame right but it completely misses its emotions .	0
a great cast and a wonderful but sometimes confusing flashback movie about growing up in a dysfunctional family .	1
